"Id","RaceID","Course","Time","Dist","RaceDesc","Class","AgeLimit","Value","Going","Run","No","Draw","Form","Horse","Days","CDB","Age","Weight","Aid","Trainer","Jockey","Allow","OR","BR2","BR3","BRY","Odds","WtLbs"
305,34,"Limerick (IRE)","14:35","2m 3f","Connolly's RED MILLS Irish EBF Auction Maiden Hurdle",,"4YO plus","11,999","Heavy","11","10",,"411-32P","On Lovers Walk","22",,"6","11-8","t1","G Kelleher","S O'Callaghan","5","-","127","127","127","6/1","162"
306,34,"Limerick (IRE)","14:35","2m 3f","Connolly's RED MILLS Irish EBF Auction Maiden Hurdle",,"4YO plus","11,999","Heavy","11","11",,"364","Thegraveyardbookie","62",,"4","11-8","","E McNamara","C P McNamara",,"-","0","0","0","9/2","162"
307,35,"Limerick (IRE)","15:10","2m 3f","Get In The Game Racing Maiden Hurdle (In Memory Of Andrew McNamara)",,"4YO plus","7,500","Heavy","18","1",,"6-U04","Balally Park","42",,"4","11-12","","T Cooper","D Meyler",,"-","99","99","99","7/1","166"
308,35,"Limerick (IRE)","15:10","2m 3f","Get In The Game Racing Maiden Hurdle (In Memory Of Andrew McNamara)",,"4YO plus","7,500","Heavy","18","2",,"80-P995","Carlas Big Jim","22",,"5","11-12","","L J Archdeacon","Mr C J Shine","7","83","69","69","76","16/1","166"
309,35,"Limerick (IRE)","15:10","2m 3f","Get In The Game Racing Maiden Hurdle (In Memory Of Andrew McNamara)",,"4YO plus","7,500","Heavy","18","3",,"26-64","Doonbeg Don","33",,"5","11-12","","H de Bromhead","M P O'Connor","3","-","105","105","105","8/1","166"
310,35,"Limerick (IRE)","15:10","2m 3f","Get In The Game Racing Maiden Hurdle (In Memory Of Andrew McNamara)",,"4YO plus","7,500","Heavy","18","4",,"4/7-07","Downtheoldbogroad","22",,"5","11-12","","M Hourigan","R P Treacy",,"-","54","54","54","33/1","166"
311,35,"Limerick (IRE)","15:10","2m 3f","Get In The Game Racing Maiden Hurdle (In Memory Of Andrew McNamara)",,"4YO plus","7,500","Heavy","18","5",,"08-84","Jeronimo De L'ouch (FR)","15",,"4","11-12","","Michael G Kennedy","J Coen","5","-","92","92","92","5/1","166"
312,35,"Limerick (IRE)","15:10","2m 3f","Get In The Game Racing Maiden Hurdle (In Memory Of Andrew McNamara)",,"4YO plus","7,500","Heavy","18","6",,"745F-9","Le Fanu","29",,"7","11-12","","Brendan Maurice Walsh","P T Enright",,"-","51","51","51","16/1","166"
313,35,"Limerick (IRE)","15:10","2m 3f","Get In The Game Racing Maiden Hurdle (In Memory Of Andrew McNamara)",,"4YO plus","7,500","Heavy","18","7",,"5-R4","Marciano","229",,"5","11-12","","E J O'Grady","J S McGarvey",,"-","99","99","99","7/1","166"
314,35,"Limerick (IRE)","15:10","2m 3f","Get In The Game Racing Maiden Hurdle (In Memory Of Andrew McNamara)",,"4YO plus","7,500","Heavy","18","8",,"0-540","Midweek Voices","19",,"4","11-12","","E Doyle","C Brassil","5","-","114","114","114","13/2","166"
315,35,"Limerick (IRE)","15:10","2m 3f","Get In The Game Racing Maiden Hurdle (In Memory Of Andrew McNamara)",,"4YO plus","7,500","Heavy","18","9",,"866","Rodney","15",,"4","11-12","p","J J Hanlon","Shane Fenelon","7","-","0","0","0","16/1","166"
316,35,"Limerick (IRE)","15:10","2m 3f","Get In The Game Racing Maiden Hurdle (In Memory Of Andrew McNamara)",,"4YO plus","7,500","Heavy","18","10",,"113-430","Aghmorough Bridge","42",,"7","11-5","","W P Murphy","S D Torrens",,"-","19","19","19","16/1","159"
317,35,"Limerick (IRE)","15:10","2m 3f","Get In The Game Racing Maiden Hurdle (In Memory Of Andrew McNamara)",,"4YO plus","7,500","Heavy","18","11",,"4F-8964","Caughtinaspell","22",,"5","11-5","","Michael G Kennedy","Mr B Barry","7","-","88","97","97","10/1","159"
318,35,"Limerick (IRE)","15:10","2m 3f","Get In The Game Racing Maiden Hurdle (In Memory Of Andrew McNamara)",,"4YO plus","7,500","Heavy","18","12",,"860","Day's A Dawning","61",,"4","11-5","","G Elliott","Sam Ewing",,"-","0","0","0","10/1","159"
319,35,"Limerick (IRE)","15:10","2m 3f","Get In The Game Racing Maiden Hurdle (In Memory Of Andrew McNamara)",,"4YO plus","7,500","Heavy","18","13",,"8909-67","Double Dating","38",,"5","11-5","","G Elliott","B Le Clerc",,"88","93","93","96","10/1","159"
320,35,"Limerick (IRE)","15:10","2m 3f","Get In The Game Racing Maiden Hurdle (In Memory Of Andrew McNamara)",,"4YO plus","7,500","Heavy","18","14",,"21-1600","Imperial Fox","36",,"5","11-5","","Padraig Butler","S W Flanagan",,"-","81","81","81","50/1","159"
321,35,"Limerick (IRE)","15:10","2m 3f","Get In The Game Racing Maiden Hurdle (In Memory Of Andrew McNamara)",,"4YO plus","7,500","Heavy","18","15",,"80P-008","Janverlil","169",,"5","11-5","t","E McNamara","C P McNamara",,"80","77","77","77","14/1","159"
322,35,"Limerick (IRE)","15:10","2m 3f","Get In The Game Racing Maiden Hurdle (In Memory Of Andrew McNamara)",,"4YO plus","7,500","Heavy","18","16",,"2172-35","Ma Hoey","222",,"7","11-5","t","E McCarthy","G B Noonan","5","-","0","0","0","12/1","159"
323,35,"Limerick (IRE)","15:10","2m 3f","Get In The Game Racing Maiden Hurdle (In Memory Of Andrew McNamara)",,"4YO plus","7,500","Heavy","18","17",,"-F00","Meoulflower","20",,"4","11-5","","P Cluskey","Thomas Reilly","7","-","69","69","69","50/1","159"
324,35,"Limerick (IRE)","15:10","2m 3f","Get In The Game Racing Maiden Hurdle (In Memory Of Andrew McNamara)",,"4YO plus","7,500","Heavy","18","18",,"0-0P9","Silverfort Lady","15",,"4","11-5","","J M Burke","Niall Moore","7","-","54","54","54","50/1","159"
325,35,"Limerick (IRE)","15:10","2m 3f","Get In The Game Racing Maiden Hurdle (In Memory Of Andrew McNamara)",,"4YO plus","7,500","Heavy","18","19",,"698","Ashdale Flyer","15",,"4","11-5","p1","Mrs J Harrington","Reserve 1",,"-","100","100","100","-","159"
326,36,"Limerick (IRE)","15:42","2m 3f","QuinnBet Handicap Hurdle (80-102)",,"3YO plus","6,300","Heavy","18","1",,"40317-1","Johngus","2","C","9","12-7","(ex7)","S Aherne","Mr S Tobin","7","102","112","112","112","13/2","175"
327,36,"Limerick (IRE)","15:42","2m 3f","QuinnBet Handicap Hurdle (80-102)",,"3YO plus","6,300","Heavy","18","2",,"1-048","Idol (FR)","57",,"5","11-9","","S Curling","P T Enright",,"97","99","99","99","12/1","163"
328,36,"Limerick (IRE)","15:42","2m 3f","QuinnBet Handicap Hurdle (80-102)",,"3YO plus","6,300","Heavy","18","3",,"62FR00/","Maid In Manhattan","990 (978F)",,"9","11-9","","Darren Collins","P J O'Hanlon","3","97","0","0","0","33/1","163"
329,36,"Limerick (IRE)","15:42","2m 3f","QuinnBet Handicap Hurdle (80-102)",,"3YO plus","6,300","Heavy","18","4",,"832244","Natural Breeze","22","D","8","11-4","b1","P J Rothwell","C Owens","7","92","98","106","106","5/1","158"
330,36,"Limerick (IRE)","15:42","2m 3f","QuinnBet Handicap Hurdle (80-102)",,"3YO plus","6,300","Heavy","18","5",,"049P-14","St Denis's Well","3",,"5","11-4","t","Ian Donoghue","Caragh Monaghan","7","92","107","107","107","3/1","158"
331,36,"Limerick (IRE)","15:42","2m 3f","QuinnBet Handicap Hurdle (80-102)",,"3YO plus","6,300","Heavy","18","6",,"4-66036","Young Fitzy","15",,"8","11-3","t p","Norman Lee","R P Geoghegan","7","91","99","99","105","11/2","157"
332,36,"Limerick (IRE)","15:42","2m 3f","QuinnBet Handicap Hurdle (80-102)",,"3YO plus","6,300","Heavy","18","7",,"336-506","Another Ocana","38",,"6","11-2","","L J Archdeacon","E Walsh",,"90","80","104","104","8/1","156"
333,36,"Limerick (IRE)","15:42","2m 3f","QuinnBet Handicap Hurdle (80-102)",,"3YO plus","6,300","Heavy","18","8",,"0-9P800","Fireworks (FR)","121",,"5","10-13","","J J Hanlon","Sam Ewing",,"87","100","100","101","33/1","153"
334,36,"Limerick (IRE)","15:42","2m 3f","QuinnBet Handicap Hurdle (80-102)",,"3YO plus","6,300","Heavy","18","9",,"P-4709","Imbolc","15",,"5","10-13","","E Sheehy","S W Flanagan",,"87","89","89","92","14/1","153"
335,36,"Limerick (IRE)","15:42","2m 3f","QuinnBet Handicap Hurdle (80-102)",,"3YO plus","6,300","Heavy","18","10",,"0604","The Flying Donkey","31",,"5","10-13","","James Dullea","J S McGarvey",,"87","102","102","102","12/1","153"
336,36,"Limerick (IRE)","15:42","2m 3f","QuinnBet Handicap Hurdle (80-102)",,"3YO plus","6,300","Heavy","18","11",,"0080","Askwell","29",,"4","10-12","","E McNamara","C P McNamara",,"86","80","80","80","50/1","152"
337,36,"Limerick (IRE)","15:42","2m 3f","QuinnBet Handicap Hurdle (80-102)",,"3YO plus","6,300","Heavy","18","12",,"700-880","I'm For Home","17",,"5","10-12","","R K Watson","D Meyler",,"86","98","98","98","50/1","152"
338,36,"Limerick (IRE)","15:42","2m 3f","QuinnBet Handicap Hurdle (80-102)",,"3YO plus","6,300","Heavy","18","13",,"0000-40","Thelonglad","19",,"5","10-12","","M J McDonagh","P K Donovan","5","86","103","103","103","20/1","152"
339,36,"Limerick (IRE)","15:42","2m 3f","QuinnBet Handicap Hurdle (80-102)",,"3YO plus","6,300","Heavy","18","14",,"0000","Five Minutes More","48",,"5","10-11","","R Tyner","R P Treacy",,"85","73","73","73","66/1","151"
340,36,"Limerick (IRE)","15:42","2m 3f","QuinnBet Handicap Hurdle (80-102)",,"3YO plus","6,300","Heavy","18","15",,"F3/9890-","A Nod To Getaway","532",,"6","10-9","t1","Paul O'Flynn","S C Cronin","5","83","0","0","0","66/1","149"
341,36,"Limerick (IRE)","15:42","2m 3f","QuinnBet Handicap Hurdle (80-102)",,"3YO plus","6,300","Heavy","18","16",,"70084-7","Whiskey Lady","31",,"6","10-9","b","Gillian Scott","D King","3","83","107","107","107","10/1","149"
342,36,"Limerick (IRE)","15:42","2m 3f","QuinnBet Handicap Hurdle (80-102)",,"3YO plus","6,300","Heavy","18","17",,"8/637-67","Kate Ill Know","22",,"10","10-7","","D K Budds","Shane Fenelon","7","81","97","97","112","16/1","147"
343,36,"Limerick (IRE)","15:42","2m 3f","QuinnBet Handicap Hurdle (80-102)",,"3YO plus","6,300","Heavy","18","18",,"0P6-1P5","Legacy Of Dreams (FR)","50","D C","8","10-6","","P J Rothwell","S D Torrens",,"80","99","99","99","16/1","146"
344,36,"Limerick (IRE)","15:42","2m 3f","QuinnBet Handicap Hurdle (80-102)",,"3YO plus","6,300","Heavy","18","19",,"577290","Added Bonus","31",,"9","10-6","t p","Brendan Maurice Walsh","Reserve 1",,"80","97","107","107","-","146"
345,36,"Limerick (IRE)","15:42","2m 3f","QuinnBet Handicap Hurdle (80-102)",,"3YO plus","6,300","Heavy","18","20",,"5127-63","Eddies Pride","22",,"9","10-6","t h","Norman Lee","Reserve 2",,"80","102","102","102","-","146"
