"Id","RaceID","Course","Time","Dist","RaceDesc","Class","AgeLimit","Value","Going","Run","No","Draw","Form","Horse","Days","CDB","Age","Weight","Aid","Trainer","Jockey","Allow","OR","BR2","BR3","BRY","Odds","WtLbs"
199,23,"Leopardstown (IRE)","12:00","2m 5f 70y","Adare Manor Opportunity Handicap Chase (0-123)",,"4YO plus","11,999","Soft","16","8",,"11355P","Hazelhatch Lady","50","D","6","11-4","","James A Fahey","C D Smithers","4","111","106","106","113","20/1","158"
200,23,"Leopardstown (IRE)","12:00","2m 5f 70y","Adare Manor Opportunity Handicap Chase (0-123)",,"4YO plus","11,999","Soft","16","9",,"7PF6U3","Steppenwolf (FR)","23",,"5","11-4","","G P Cromwell","P M O'Brien","4","111","112","117","117","15/2","158"
201,23,"Leopardstown (IRE)","12:00","2m 5f 70y","Adare Manor Opportunity Handicap Chase (0-123)",,"4YO plus","11,999","Soft","16","10",,"407542","Broken Ice","35","D bf","7","11-3","","G P Cromwell","K E Buckley",,"110","127","127","134","5/1","157"
202,23,"Leopardstown (IRE)","12:00","2m 5f 70y","Adare Manor Opportunity Handicap Chase (0-123)",,"4YO plus","11,999","Soft","16","11",,"2-323PP","Galon De Vauzelle (FR)","41","D","7","11-2","b1","P J Rothwell","P J O'Hanlon",,"109","0","118","127","20/1","156"
203,23,"Leopardstown (IRE)","12:00","2m 5f 70y","Adare Manor Opportunity Handicap Chase (0-123)",,"4YO plus","11,999","Soft","16","12",,"624232","Lake Chad","36","D","8","11-1","","P Fenton","Niall Moore","4","108","127","127","127","10/1","155"
204,23,"Leopardstown (IRE)","12:00","2m 5f 70y","Adare Manor Opportunity Handicap Chase (0-123)",,"4YO plus","11,999","Soft","16","13",,"08-P4P7","Quite Incredible","29",,"7","10-13","","Dermot McLoughlin","M J Molloy","4","106","120","120","120","20/1","153"
205,23,"Leopardstown (IRE)","12:00","2m 5f 70y","Adare Manor Opportunity Handicap Chase (0-123)",,"4YO plus","11,999","Soft","16","14",,"17P6-30","Soloman Lane","48",,"8","10-12","","Martin Hassett","L A McKenna","2","105","123","123","129","16/1","152"
206,23,"Leopardstown (IRE)","12:00","2m 5f 70y","Adare Manor Opportunity Handicap Chase (0-123)",,"4YO plus","11,999","Soft","16","15",,"9F-0563","Nephin Beg","31",,"5","10-9","","Sean Doyle","D J Gilligan","2","102","126","126","126","14/1","149"
207,23,"Leopardstown (IRE)","12:00","2m 5f 70y","Adare Manor Opportunity Handicap Chase (0-123)",,"4YO plus","11,999","Soft","16","16",,"70605P","Squire Ohara","48",,"5","10-2","","A J Martin","J Coen",,"95","113","113","113","16/1","142"
208,24,"Leopardstown (IRE)","12:35","2m 4f","Pigsback.com Maiden Hurdle",,"5YO plus","9,000","Heavy","9","1",,"7-3","Apple's Of Bresil (FR)","41",,"5","11-12","","Barry Connell","M J M O'Sullivan",,"-","0","0","0","9/2","166"
209,24,"Leopardstown (IRE)","12:35","2m 4f","Pigsback.com Maiden Hurdle",,"5YO plus","9,000","Heavy","9","2",,"111-2","Ballyburn","27","bf","5","11-12","","W P Mullins","P Townend",,"-","133","133","133","10/11","166"
210,24,"Leopardstown (IRE)","12:35","2m 4f","Pigsback.com Maiden Hurdle",,"5YO plus","9,000","Heavy","9","3",,"21-22","Cleatus Poolaw","29",,"5","11-12","","G Elliott","J W Kennedy",,"-","111","111","111","7/2","166"
211,24,"Leopardstown (IRE)","12:35","2m 4f","Pigsback.com Maiden Hurdle",,"5YO plus","9,000","Heavy","9","4",,"430","Cloughroe","47",,"5","11-12","","P J Gilligan","D J Gilligan","5","-","57","57","57","50/1","166"
212,24,"Leopardstown (IRE)","12:35","2m 4f","Pigsback.com Maiden Hurdle",,"5YO plus","9,000","Heavy","9","5",,"3/6-7","Coming Up Easy","41",,"5","11-12","t1","H de Bromhead","Rachael Blackmore",,"-","109","109","109","16/1","166"
213,24,"Leopardstown (IRE)","12:35","2m 4f","Pigsback.com Maiden Hurdle",,"5YO plus","9,000","Heavy","9","6",,"400","Ebony Jade","20",,"5","11-12","","J P Dempsey","K M Donoghue",,"-","0","0","0","100/1","166"
214,24,"Leopardstown (IRE)","12:35","2m 4f","Pigsback.com Maiden Hurdle",,"5YO plus","9,000","Heavy","9","7",,"2/","Laurie Blue","628",,"5","11-5","","E D Delany","D J O'Keeffe",,"-","0","0","0","25/1","159"
215,24,"Leopardstown (IRE)","12:35","2m 4f","Pigsback.com Maiden Hurdle",,"5YO plus","9,000","Heavy","9","8",,"98/2","Saddle Her Up","61",,"5","11-5","","Barry J Fitzgerald","S Cleary-Farrell","7","-","120","120","120","8/1","159"
216,24,"Leopardstown (IRE)","12:35","2m 4f","Pigsback.com Maiden Hurdle",,"5YO plus","9,000","Heavy","9","9",,"FF-F","Tell Me This","68",,"5","11-5","","Nina Walsh","P J Carberry",,"-","0","0","0","33/1","159"
217,25,"Leopardstown (IRE)","13:10","2m 4f","BeattheBank.ie Irish EBF Mares Hurdle (Grade 3)","1","4YO plus","24,000","Heavy","10","1",,"1125-12","Magical Zoe","49",,"5","11-3","","H de Bromhead","A P Heskin",,"136","159","159","159","11/2","157"
218,25,"Leopardstown (IRE)","13:10","2m 4f","BeattheBank.ie Irish EBF Mares Hurdle (Grade 3)","1","4YO plus","24,000","Heavy","10","2",,"4F316-1","Risk Belle (FR)","27",,"4","11-3","","W P Mullins","M P Walsh",,"137","149","149","149","4/1","157"
219,25,"Leopardstown (IRE)","13:10","2m 4f","BeattheBank.ie Irish EBF Mares Hurdle (Grade 3)","1","4YO plus","24,000","Heavy","10","3",,"3-11821","Space Tourist","69",,"6","11-3","","W P Mullins","B Hayes",,"-","147","147","147","11/2","157"
220,25,"Leopardstown (IRE)","13:10","2m 4f","BeattheBank.ie Irish EBF Mares Hurdle (Grade 3)","1","4YO plus","24,000","Heavy","10","4",,"C61-621","Double Pink","42","D","6","11-0","h","Daniel G Murphy","M J M O'Sullivan",,"115","140","140","140","25/1","154"
221,25,"Leopardstown (IRE)","13:10","2m 4f","BeattheBank.ie Irish EBF Mares Hurdle (Grade 3)","1","4YO plus","24,000","Heavy","10","5",,"18216-1","Hispanic Moon (FR)","33","D","6","11-0","","H de Bromhead","D J O'Keeffe",,"137","148","148","148","13/2","154"
222,25,"Leopardstown (IRE)","13:10","2m 4f","BeattheBank.ie Irish EBF Mares Hurdle (Grade 3)","1","4YO plus","24,000","Heavy","10","6",,"20P-811","Jetara","17","D","5","11-0","","Mrs J Harrington","J W Kennedy",,"135","155","155","155","5/1","154"
223,25,"Leopardstown (IRE)","13:10","2m 4f","BeattheBank.ie Irish EBF Mares Hurdle (Grade 3)","1","4YO plus","24,000","Heavy","10","7",,"3-11345","Pink In The Park","12",,"6","11-0","","W P Mullins","D E Mullins",,"125","136","143","143","20/1","154"
224,25,"Leopardstown (IRE)","13:10","2m 4f","BeattheBank.ie Irish EBF Mares Hurdle (Grade 3)","1","4YO plus","24,000","Heavy","10","8",,"51500-2","Saylavee","33","D","6","11-0","","W P Mullins","P Townend",,"135","150","150","150","11/2","154"
225,25,"Leopardstown (IRE)","13:10","2m 4f","BeattheBank.ie Irish EBF Mares Hurdle (Grade 3)","1","4YO plus","24,000","Heavy","10","9",,"932-640","Anna Bunina (FR)","26",,"7","10-11","t","J C McConnell","D A Jacob",,"139","141","141","162","8/1","151"
226,25,"Leopardstown (IRE)","13:10","2m 4f","BeattheBank.ie Irish EBF Mares Hurdle (Grade 3)","1","4YO plus","24,000","Heavy","10","10",,"F212F-3","Telmesomethinggirl","228","D","8","10-11","","H de Bromhead","Rachael Blackmore",,"142","0","0","0","8/1","151"
227,26,"Leopardstown (IRE)","13:45","3m 100y","Neville Hotels Novice Chase (Grade 1)","1","4YO plus","60,000","Soft","6","1",,"111R-31","Corbetts Cross","27","D","6","11-10","","Emmet Mullins","M P Walsh",,"-","150","150","150","7/4","164"
228,26,"Leopardstown (IRE)","13:45","3m 100y","Neville Hotels Novice Chase (Grade 1)","1","4YO plus","60,000","Soft","6","2",,"11P4-21","Favori De Champdou (FR)","34","D","8","11-10","","G Elliott","J W Kennedy",,"-","154","154","154","3/1","164"
229,26,"Leopardstown (IRE)","13:45","3m 100y","Neville Hotels Novice Chase (Grade 1)","1","4YO plus","60,000","Soft","6","3",,"214/33-1","Flanking Maneuver","83",,"8","11-10","","N Meade","M J M O'Sullivan",,"-","136","149","149","16/1","164"
230,26,"Leopardstown (IRE)","13:45","3m 100y","Neville Hotels Novice Chase (Grade 1)","1","4YO plus","60,000","Soft","6","4",,"443-913","Flooring Porter","34","D C","8","11-10","t","G P Cromwell","K M Donoghue",,"-","146","146","146","11/4","164"
231,26,"Leopardstown (IRE)","13:45","3m 100y","Neville Hotels Novice Chase (Grade 1)","1","4YO plus","60,000","Soft","6","5",,"1/1561-1","Grangeclare West","47",,"7","11-10","","W P Mullins","P Townend",,"-","145","145","145","9/2","164"
232,26,"Leopardstown (IRE)","13:45","3m 100y","Neville Hotels Novice Chase (Grade 1)","1","4YO plus","60,000","Soft","6","6",,"252457","Tullyhogue Fort","12","D","7","11-10","","J F O'Neill","Mr P J O'Neill",,"95","97","97","103","200/1","164"
233,27,"Leopardstown (IRE)","14:20","2m","Matheson Hurdle (Grade 1)","1","4YO plus","90,000","Heavy","4","1",,"F11013","Fils D'oudairies (FR)","34","D C","8","11-12","","G Elliott","J W Kennedy",,"148","156","156","156","66/1","166"
234,27,"Leopardstown (IRE)","14:20","2m","Matheson Hurdle (Grade 1)","1","4YO plus","90,000","Heavy","4","2",,"1/1111-2","Impaire Et Passe (FR)","26","D bf","5","11-12","","W P Mullins","D A Jacob",,"160","162","167","167","7/2","166"
235,27,"Leopardstown (IRE)","14:20","2m","Matheson Hurdle (Grade 1)","1","4YO plus","90,000","Heavy","4","3",,"11121-1","State Man (FR)","34","CD","6","11-12","","W P Mullins","P Townend",,"166","175","175","175","1/4","166"
236,27,"Leopardstown (IRE)","14:20","2m","Matheson Hurdle (Grade 1)","1","4YO plus","90,000","Heavy","4","4",,"2F141-2","Echoes In Rain (FR)","34","D","7","11-5","t","W P Mullins","D E Mullins",,"153","168","168","168","8/1","159"
237,28,"Leopardstown (IRE)","14:55","2m 4f","Timeless Sash Windows Irish EBF Novice Handicap Hurdle (80-130)",,"4YO plus","15,000","Heavy","13","1",,"541216","Sequestered","42","D","5","12-0","","P J Gilligan","J G Gilligan","7","130","126","126","126","20/1","168"
238,28,"Leopardstown (IRE)","14:55","2m 4f","Timeless Sash Windows Irish EBF Novice Handicap Hurdle (80-130)",,"4YO plus","15,000","Heavy","13","2",,"443211","Yeats Star","34",,"4","11-13","","G Elliott","D J Gilligan","5","129","133","133","133","4/1","167"
239,28,"Leopardstown (IRE)","14:55","2m 4f","Timeless Sash Windows Irish EBF Novice Handicap Hurdle (80-130)",,"4YO plus","15,000","Heavy","13","3",,"125","Barry Lyndon","148",,"5","11-7","","Dermot McLoughlin","C D Maxwell",,"123","131","132","132","20/1","161"
240,28,"Leopardstown (IRE)","14:55","2m 4f","Timeless Sash Windows Irish EBF Novice Handicap Hurdle (80-130)",,"4YO plus","15,000","Heavy","13","4",,"2-510","Sportinthepark","27","D","4","11-7","h","N Meade","Rachael Blackmore",,"123","118","118","118","16/1","161"
241,28,"Leopardstown (IRE)","14:55","2m 4f","Timeless Sash Windows Irish EBF Novice Handicap Hurdle (80-130)",,"4YO plus","15,000","Heavy","13","5",,"7-11","Waterford Whispers","27","D","5","11-7","","H de Bromhead","M P Walsh",,"123","136","136","136","9/2","161"
242,28,"Leopardstown (IRE)","14:55","2m 4f","Timeless Sash Windows Irish EBF Novice Handicap Hurdle (80-130)",,"4YO plus","15,000","Heavy","13","6",,"3-3U15","Western Fold","27",,"4","11-7","","G Elliott","J W Kennedy",,"123","132","132","132","7/1","161"
243,28,"Leopardstown (IRE)","14:55","2m 4f","Timeless Sash Windows Irish EBF Novice Handicap Hurdle (80-130)",,"4YO plus","15,000","Heavy","13","7",,"3315","Mount Sinai","17","D","5","11-5","","W P Mullins","P Townend",,"121","127","127","127","15/2","159"
244,28,"Leopardstown (IRE)","14:55","2m 4f","Timeless Sash Windows Irish EBF Novice Handicap Hurdle (80-130)",,"4YO plus","15,000","Heavy","13","8",,"140","Ochocinco","27","D","5","11-0","","Colm A Murphy","L A McKenna","5","116","115","121","121","16/1","154"
245,28,"Leopardstown (IRE)","14:55","2m 4f","Timeless Sash Windows Irish EBF Novice Handicap Hurdle (80-130)",,"4YO plus","15,000","Heavy","13","9",,"475-321","Champagne Admiral","38",,"5","10-13","","P A Fahy","M J M O'Sullivan",,"115","132","132","132","6/1","153"
246,28,"Leopardstown (IRE)","14:55","2m 4f","Timeless Sash Windows Irish EBF Novice Handicap Hurdle (80-130)",,"4YO plus","15,000","Heavy","13","10",,"043-551","Petit King (FR)","17","D","7","10-10","","E Cawley","J J Slevin",,"112","133","133","133","10/1","150"
247,28,"Leopardstown (IRE)","14:55","2m 4f","Timeless Sash Windows Irish EBF Novice Handicap Hurdle (80-130)",,"4YO plus","15,000","Heavy","13","11",,"1-04158","Quarry Rocco","48",,"5","10-9","","P J Rothwell","D J O'Keeffe",,"111","117","138","138","16/1","149"
248,28,"Leopardstown (IRE)","14:55","2m 4f","Timeless Sash Windows Irish EBF Novice Handicap Hurdle (80-130)",,"4YO plus","15,000","Heavy","13","12",,"85825-","Linden Arden","255",,"5","10-7","","W P Mullins","B Hayes",,"109","142","142","142","12/1","147"
249,28,"Leopardstown (IRE)","14:55","2m 4f","Timeless Sash Windows Irish EBF Novice Handicap Hurdle (80-130)",,"4YO plus","15,000","Heavy","13","13",,"600-3","Must Go Now","36",,"6","10-0","","E Cawley","S F O'Keeffe",,"102","131","131","131","16/1","140"
250,29,"Leopardstown (IRE)","15:25","2m","Plusvital Flat Race",,"4YO plus","11,999","Heavy","10","1",,"21","Big Dee","48","D","4","12-0","","E McCarthy","Mr J C Barry","3","-","116","116","116","13/2","168"
251,29,"Leopardstown (IRE)","15:25","2m","Plusvital Flat Race",,"4YO plus","11,999","Heavy","10","2",,"14","Glowing Account (FR)","75","D bf","6","12-0","","W P Mullins","Miss J Townend",,"-","123","123","123","6/1","168"
252,29,"Leopardstown (IRE)","15:25","2m","Plusvital Flat Race",,"4YO plus","11,999","Heavy","10","3",,"1-1","Jalon D'oudairies (FR)","27","D","4","12-0","","G Elliott","Mr H C Swan","5","-","115","115","115","7/2","168"
253,29,"Leopardstown (IRE)","15:25","2m","Plusvital Flat Race",,"4YO plus","11,999","Heavy","10","4",,"1","Luckinthecity","102","D","4","12-0","","W P Mullins","Mr C Mullins","7","-","111","111","111","4/1","168"
254,29,"Leopardstown (IRE)","15:25","2m","Plusvital Flat Race",,"4YO plus","11,999","Heavy","10","5",,"10/2-","Redemption Day","611","CD","6","12-0","","W P Mullins","Mr P W Mullins",,"126","0","0","0","6/1","168"
255,29,"Leopardstown (IRE)","15:25","2m","Plusvital Flat Race",,"4YO plus","11,999","Heavy","10","6",,"1-41","The Passing Wife","33","D","4","12-0","","G P Cromwell","Mr D G Lavery",,"-","114","114","114","6/1","168"
256,29,"Leopardstown (IRE)","15:25","2m","Plusvital Flat Race",,"4YO plus","11,999","Heavy","10","7",,"F","Eastbank Warrior","236",,"5","11-7","","Jonathan Sweeney","Mr R W Barron","5","-","0","0","0","50/1","161"
257,29,"Leopardstown (IRE)","15:25","2m","Plusvital Flat Race",,"4YO plus","11,999","Heavy","10","8",,,"Garswood Gold",,,"4","11-7","","P J Gilligan","Mr J H Williamson","7","-","0","0","0","150/1","161"
258,29,"Leopardstown (IRE)","15:25","2m","Plusvital Flat Race",,"4YO plus","11,999","Heavy","10","9",,"231","Ma Belle Etoile","38","D","4","11-7","","J & T Kiely","Mr J L Gleeson","5","-","119","119","119","8/1","161"
259,29,"Leopardstown (IRE)","15:25","2m","Plusvital Flat Race",,"4YO plus","11,999","Heavy","10","10",,"221","Switch From Diesel","89","D","4","11-7","","S Fahey","Mr T Hamilton",,"-","115","115","115","10/1","161"
260,30,"Limerick (IRE)","12:20","2m 6f 120y","Geary's Garage Veterans Handicap Chase",,"10YO plus","9,000","Heavy","5","1",,"4940/P6","Ex Patriot","13","C","10","11-12","","Ellmarie Holden","H Morgan",,"123","101","101","101","13/2","166"
261,30,"Limerick (IRE)","12:20","2m 6f 120y","Geary's Garage Veterans Handicap Chase",,"10YO plus","9,000","Heavy","5","2",,"846PP3","The Dabbler","12","D","10","11-5","p","L P Cusack","K Callaghan","5","116","0","123","139","5/1","159"
262,30,"Limerick (IRE)","12:20","2m 6f 120y","Geary's Garage Veterans Handicap Chase",,"10YO plus","9,000","Heavy","5","3",,"B74-904","Fiveaftermidnight","95","D","10","10-12","b","P J Rothwell","S D Torrens",,"109","127","127","127","11/4","152"
263,30,"Limerick (IRE)","12:20","2m 6f 120y","Geary's Garage Veterans Handicap Chase",,"10YO plus","9,000","Heavy","5","4",,"U39-P65","Space Cadet","27",,"13","10-9","b","Gearoid O'loughlin","R A Doyle",,"106","133","133","133","4/1","149"
264,30,"Limerick (IRE)","12:20","2m 6f 120y","Geary's Garage Veterans Handicap Chase",,"10YO plus","9,000","Heavy","5","5",,"9646-74","R'evelyn Pleasure","12",,"11","10-8","","S O O'Brien","M M McDonagh","3","105","131","133","133","2/1","148"
265,31,"Limerick (IRE)","12:55","2m 6f 120y","Limerick Racecourse Vets Novice Handicap Chase (0-109)",,"4YO plus","6,900","Heavy","13","1",,"4F6-323","Rolly Bowley Boy","3",,"6","12-0","v","Ciaran M Murphy","E Walsh",,"109","116","116","116","7/1","168"
266,31,"Limerick (IRE)","12:55","2m 6f 120y","Limerick Racecourse Vets Novice Handicap Chase (0-109)",,"4YO plus","6,900","Heavy","13","2",,"3523-P1","Baldur's Gate","43",,"8","11-11","","Miss O'Shea","S W Flanagan",,"106","120","120","120","9/4","165"
267,31,"Limerick (IRE)","12:55","2m 6f 120y","Limerick Racecourse Vets Novice Handicap Chase (0-109)",,"4YO plus","6,900","Heavy","13","3",,"1546-66","Dr Val","33",,"5","11-4","p","E Sheehy","G Brouder","5","99","0","0","0","14/1","158"
268,31,"Limerick (IRE)","12:55","2m 6f 120y","Limerick Racecourse Vets Novice Handicap Chase (0-109)",,"4YO plus","6,900","Heavy","13","4",,"69B6-12","Evies Vladimir","3","bf","6","11-4","","G P Cromwell","C Stone-Walsh","5","99","110","110","110","4/1","158"
269,31,"Limerick (IRE)","12:55","2m 6f 120y","Limerick Racecourse Vets Novice Handicap Chase (0-109)",,"4YO plus","6,900","Heavy","13","5",,"1-955P0","Hot As Pepper","31",,"7","11-1","t","J C McConnell","B W Harvey",,"96","65","65","65","20/1","155"
270,31,"Limerick (IRE)","12:55","2m 6f 120y","Limerick Racecourse Vets Novice Handicap Chase (0-109)",,"4YO plus","6,900","Heavy","13","6",,"410-599","Bushmans Pass","34",,"7","10-12","","O McKiernan","P T Enright",,"93","88","88","88","12/1","152"
271,31,"Limerick (IRE)","12:55","2m 6f 120y","Limerick Racecourse Vets Novice Handicap Chase (0-109)",,"4YO plus","6,900","Heavy","13","7",,"6-03062","Lady Kate","12",,"6","10-12","","R Hackett","S D Torrens",,"93","113","113","113","7/1","152"
272,31,"Limerick (IRE)","12:55","2m 6f 120y","Limerick Racecourse Vets Novice Handicap Chase (0-109)",,"4YO plus","6,900","Heavy","13","8",,"33-678","Soldier Of Honour","36",,"6","10-12","t1 p1","E McCarthy","G B Noonan","5","93","103","103","103","20/1","152"
273,31,"Limerick (IRE)","12:55","2m 6f 120y","Limerick Racecourse Vets Novice Handicap Chase (0-109)",,"4YO plus","6,900","Heavy","13","9",,"5304-2P","Da Big Fella","43",,"9","10-4","t","Eamon Courtney","Sam Ewing",,"85","113","113","113","10/1","144"
274,31,"Limerick (IRE)","12:55","2m 6f 120y","Limerick Racecourse Vets Novice Handicap Chase (0-109)",,"4YO plus","6,900","Heavy","13","10",,"75864-0","Seangoell","17","D C","9","10-4","t p","Norman Lee","S O'Callaghan","5","85","124","124","124","12/1","144"
275,31,"Limerick (IRE)","12:55","2m 6f 120y","Limerick Racecourse Vets Novice Handicap Chase (0-109)",,"4YO plus","6,900","Heavy","13","11",,"2P3F-70","Starlight Cato","36",,"6","10-3","","Daniel Howard","D King","3","84","91","91","91","50/1","143"
276,31,"Limerick (IRE)","12:55","2m 6f 120y","Limerick Racecourse Vets Novice Handicap Chase (0-109)",,"4YO plus","6,900","Heavy","13","12",,"70P9-78","Mrs Watson","68",,"9","10-2","","Peter Croke","C P McNamara",,"83","0","0","0","33/1","142"
277,31,"Limerick (IRE)","12:55","2m 6f 120y","Limerick Racecourse Vets Novice Handicap Chase (0-109)",,"4YO plus","6,900","Heavy","13","13",,"0-7828P","Will It Be You","31",,"6","10-1","","L P Cusack","R Deegan",,"82","0","0","0","20/1","141"
278,32,"Limerick (IRE)","13:30","2m","QuinnBet Handicap Hurdle (Listed)","1","3YO to 4YO","27,000","Heavy","10","1",,"1104-50","Sir Allen","26","D","4","11-12","","A Slattery","Mr A P Ryan","7","124","111","118","127","16/1","166"
279,32,"Limerick (IRE)","13:30","2m","QuinnBet Handicap Hurdle (Listed)","1","3YO to 4YO","27,000","Heavy","10","2",,"13-1235","Media Naranja","26","CD","4","11-11","","G Elliott","Sam Ewing",,"123","116","116","124","9/2","165"
280,32,"Limerick (IRE)","13:30","2m","QuinnBet Handicap Hurdle (Listed)","1","3YO to 4YO","27,000","Heavy","10","3",,"2-35P40","Morning Soldier","26",,"4","11-6","t1","T Mullins","J B Foley",,"118","129","129","129","14/1","160"
281,32,"Limerick (IRE)","13:30","2m","QuinnBet Handicap Hurdle (Listed)","1","3YO to 4YO","27,000","Heavy","10","4",,"441-U23","Luminous Light","27","D","4","11-4","h","Anthony McCann","S W Flanagan",,"116","133","133","133","4/1","158"
282,32,"Limerick (IRE)","13:30","2m","QuinnBet Handicap Hurdle (Listed)","1","3YO to 4YO","27,000","Heavy","10","5",,"/-232","Whimsy","17",,"4","11-4","","Anthony McCann","J P O'Sullivan","3","116","128","128","128","7/2","158"
283,32,"Limerick (IRE)","13:30","2m","QuinnBet Handicap Hurdle (Listed)","1","3YO to 4YO","27,000","Heavy","10","6",,"242-2","Paradise Lost","29",,"4","11-2","","C O'Brien","S D Torrens",,"114","126","126","126","4/1","156"
284,32,"Limerick (IRE)","13:30","2m","QuinnBet Handicap Hurdle (Listed)","1","3YO to 4YO","27,000","Heavy","10","7",,"47-3756","Your Honor","12","CD","4","11-2","","J A Nash","G Brouder","5","114","112","116","141","16/1","156"
285,32,"Limerick (IRE)","13:30","2m","QuinnBet Handicap Hurdle (Listed)","1","3YO to 4YO","27,000","Heavy","10","8",,"140P-85","Action Motion","17","D","4","11-1","t","Denis Hogan","D King","3","113","98","98","129","16/1","155"
286,32,"Limerick (IRE)","13:30","2m","QuinnBet Handicap Hurdle (Listed)","1","3YO to 4YO","27,000","Heavy","10","9",,"-2338","Mercury Mission","102",,"4","10-11","","M J O'Connor","S Fitzgerald",,"109","128","128","128","14/1","151"
287,32,"Limerick (IRE)","13:30","2m","QuinnBet Handicap Hurdle (Listed)","1","3YO to 4YO","27,000","Heavy","10","10",,"83-188","Ossie's Lodge","20","D","4","10-10","","A J Martin","P T Enright",,"108","116","116","116","10/1","150"
288,33,"Limerick (IRE)","14:05","2m","Parkway Shopping Centre Rated Novice Hurdle",,"4YO plus","6,900","Heavy","8","1",,"450-441","Splashing Out","38","CD","5","12-0","p","E Griffin","P T Smithers","7","116","124","124","124","5/2","168"
289,33,"Limerick (IRE)","14:05","2m","Parkway Shopping Centre Rated Novice Hurdle",,"4YO plus","6,900","Heavy","8","2",,"45271P","The Shantou King","54","D","6","12-0","t p","Aengus King","P T Enright",,"116","121","121","121","11/2","168"
290,33,"Limerick (IRE)","14:05","2m","Parkway Shopping Centre Rated Novice Hurdle",,"4YO plus","6,900","Heavy","8","3",,"210-13","She's A Fine Wine","41","CD","5","11-12","","H de Bromhead","M P O'Connor","3","114","121","121","121","7/2","166"
291,33,"Limerick (IRE)","14:05","2m","Parkway Shopping Centre Rated Novice Hurdle",,"4YO plus","6,900","Heavy","8","4",,"-1246","Rockview Consort","12","D","4","11-10","","J C McConnell","B W Harvey",,"112","118","118","118","9/2","164"
292,33,"Limerick (IRE)","14:05","2m","Parkway Shopping Centre Rated Novice Hurdle",,"4YO plus","6,900","Heavy","8","5",,"64026-8","Ages Of Man","34 (21F)",,"5","11-8","p","Anthony McCann","S W Flanagan",,"110","104","123","123","12/1","162"
293,33,"Limerick (IRE)","14:05","2m","Parkway Shopping Centre Rated Novice Hurdle",,"4YO plus","6,900","Heavy","8","6",,"04244-0","Clodders Dream","47",,"5","11-8","","G Elliott","Sam Ewing",,"110","119","120","122","10/1","162"
294,33,"Limerick (IRE)","14:05","2m","Parkway Shopping Centre Rated Novice Hurdle",,"4YO plus","6,900","Heavy","8","7",,"152260","Starman (FR)","27","D","7","11-7","h","Anthony McCann","J P O'Sullivan","3","109","70","123","123","14/1","161"
295,33,"Limerick (IRE)","14:05","2m","Parkway Shopping Centre Rated Novice Hurdle",,"4YO plus","6,900","Heavy","8","8",,"P2/0-43","Ask The Bookie","38",,"6","11-6","","Gillian Scott","D King","3","-","121","121","121","15/2","160"
296,34,"Limerick (IRE)","14:35","2m 3f","Connolly's RED MILLS Irish EBF Auction Maiden Hurdle",,"4YO plus","11,999","Heavy","11","1",,"30-32","Iceberg Theory","42",,"4","11-12","","P Nolan","S W Flanagan",,"-","127","127","127","13/8","166"
297,34,"Limerick (IRE)","14:35","2m 3f","Connolly's RED MILLS Irish EBF Auction Maiden Hurdle",,"4YO plus","11,999","Heavy","11","2",,"1-02","Metalor","35",,"6","11-12","","L P Cusack","R Deegan",,"-","106","106","106","11/2","166"
298,34,"Limerick (IRE)","14:35","2m 3f","Connolly's RED MILLS Irish EBF Auction Maiden Hurdle",,"4YO plus","11,999","Heavy","11","3",,"12-89","Now Is The Hour","98",,"6","11-12","","G P Cromwell","C Stone-Walsh","5","-","81","81","81","25/1","166"
299,34,"Limerick (IRE)","14:35","2m 3f","Connolly's RED MILLS Irish EBF Auction Maiden Hurdle",,"4YO plus","11,999","Heavy","11","4",,"P9","Western Express","57",,"6","11-12","","R O'Leary","R A Doyle",,"-","0","0","0","66/1","166"
300,34,"Limerick (IRE)","14:35","2m 3f","Connolly's RED MILLS Irish EBF Auction Maiden Hurdle",,"4YO plus","11,999","Heavy","11","5",,"3U-11P","La Vega Moon","54",,"5","11-10","p1","J J Hanlon","J S McGarvey",,"-","0","0","0","10/1","164"
301,34,"Limerick (IRE)","14:35","2m 3f","Connolly's RED MILLS Irish EBF Auction Maiden Hurdle",,"4YO plus","11,999","Heavy","11","6",,"7214-44","Magic Sadler","22",,"5","11-10","","Ciaran M Murphy","E Walsh",,"-","101","101","101","10/1","164"
302,34,"Limerick (IRE)","14:35","2m 3f","Connolly's RED MILLS Irish EBF Auction Maiden Hurdle",,"4YO plus","11,999","Heavy","11","7",,"589455","Mount Frisco","3",,"4","11-10","","J P Ryan","P K Donovan","5","100","99","99","99","10/1","164"
303,34,"Limerick (IRE)","14:35","2m 3f","Connolly's RED MILLS Irish EBF Auction Maiden Hurdle",,"4YO plus","11,999","Heavy","11","8",,,"Diduhearabourichie",,,"6","11-8","","J M Burke","D King","3","-","0","0","0","33/1","162"
304,34,"Limerick (IRE)","14:35","2m 3f","Connolly's RED MILLS Irish EBF Auction Maiden Hurdle",,"4YO plus","11,999","Heavy","11","9",,"F-7","Kilbride Hill","12",,"5","11-8","","J P Ryan","L Quinlan","5","-","50","50","50","66/1","162"
